Review,Rating,Sentiment
tks brgnya sdh ditrima dgn baik,5,Positive
kemasan yg bagus,5,Positive
respon cepat pengiriman cepat produk bagus sesuai deskripsi harga bersaing,5,Positive
packingnya aman bagus,5,Positive
packingnya mantulllll,5,Positive
alhamdulillah rasa kerupuknya enak banget cuma saran aja supaya size nya diperbesar dengan harga dan kualitas yang bisa disesuaikan untuk rasa endeusss pisan euy recommended seller,5,Positive
karaknya sangat terjaga saat pengiriman tidak ada yg remuk hancur dalam pengiriman solo bekasi namun saat digoreng tidak mengembang jadi harus dijemur dulu sblm digoreng,4,Negative
ok diterima dengan baik,5,Positive
terimakasih barangnya sudah sampai dgn selamat kualitas mantap packing sangat aman,5,Positive
semua varian enak rasanya,5,Positive
packing rapi walau dari solo cepet sampai karak ini enak empuk dan renyah krn sudah selalu konsumsi bakal selalu belanja karak,5,Positive
enak nan,5,Positive
tks gan,5,Positive
makasiii sesuai pesanan,5,Positive
barang bagus sesuai variasi yang dikirim bakal jadi langganan deh,5,Positive
basah kek gini kiamboy nya asin ga,1,Negative
pengiriman cepat respon cepat,4,Positive
terlalu asin,2,Negative
sangat puas dgn pelayanan dan barangnya terima kasih,5,Positive
tidak seperti kiamboy pada umumnya tekstur warna dan rasa aneh,1,Negative
respon dan pengiriman cepat dan harga kompetitif,5,Positive
sudah sampai rasanya enak masih renyah juga,5,Positive
enak rentak smpai di denpasar tetap utuh gurih pokok nya mantap seller ramah respond cepat,5,Positive
beli terusss enaaaak dan cepettt sampenya,5,Positive
paket sudah diterima dengan baik kue disini enak² dan renyah sudah repeat order packing rapi dan aman menggunakan kardus dan buble wrab pengiriman juga cepat seller ramah fast respon terima kasih banyak,5,Positive
rasanya gak terlalu asin pengiriman sesuai harapan renyah dan pasti repeat order,5,Positive
pelayanan selalu terbaikkk super fast response dan tiba ga sampe 24jam dari order kerupuk kulitnya ga pernah salah enak bangett mantapp,5,Positive
selalu puas belanja di sini cepet banget dikirimnya dan selalu enaaak,5,Positive
packing nya aje gileeee aman,5,Positive
enak tidak keras pas lah utk ngemil,5,Positive
cucok meong,5,Positive
seller luar biasaaa pengemasan aman dan barang dicek dulu sampe difotoin sblm sesudah dikemas,5,Positive
puas banget sdh repeat order bolak balik selalu memuaskan packingnya itu yg top dikasih bubble wrap per brg thank u seller sukses selalu ya,5,Positive
pengiriman cepat packing rapi barang sesuai deskripsi enak rasanya,5,Positive
halo kak makasih ya cemilannya sudah sampai seperti biasa packing aman dan rapi free bubble dan kardus karena itu gak ada yang hancur untuk rasa belum di coba hehe semoga enak,5,Positive
pengiriman cepat sekali packing rapi sekali barang sesuai deskripsi rasa nya enak,5,Positive
agak berminyak packing kurang tebal produk asli thanks seller,5,Negative
kerupuknya sudah sampai tapi belum di goreng mudah2an mekar dan enak rasanya,4,Positive
udah langganan beli disini selalu puas dgn produknya harga bersaing thanks,5,Positive
bagus recomended,5,Positive
barang sampai tepat waktu bisa digunakan dengan baik terima kasih,5,Positive
alhamdulillah mekar enak rasanya apakah emang kerupuk yg baru dateng itu berminyak yah tpi gpp qo gx masalah,5,Positive
bnyak yg ngga mekar sempurna jadi keras,3,Negative
cepat segalanya top seller lah,5,Positive
kerupuk mie nya enak tapi berminyaaak bangeeeet,5,Negative
pengiriman cepat packing rapi kerupuk sesuai deskripsi ada 1 bungkus yg agak hancur over all ok,4,Negative
pokoknya top dee kita beli terus,5,Positive
respon cepat sampai cepat dan krupuk nya enak,5,Positive
pesanan cepet sampenya packingnya rapi dan gak ancur krupuknya renyah sudah berkali2 beli disini,5,Positive
pesanan datang dg cepat krupuknya renyah packing bagus dan sehingga krupuknya tidak ancur penjual ramah ini pembelian yg kesakian x nya,5,Positive
pesanan sudah sampe dan cepet packing bagus ini udah pesen yg kesekian kalinya krupuknya renyah n enak,5,Positive
puas pengiriman luar biasa cepat sukses terus lapaknya,5,Positive
pesanan cepet sampe packingnya jg rapi dan barang2nya gak ada yg hancur enak n renyah,5,Positive
senang belanja disini tdk mengecewakan rasa dan respondnya tingkatkan terus,5,Positive
langganan saya,5,Positive
mantap rasanya gurih,5,Positive
udah berkali2 pesennn enakk,5,Positive
muantabbb pol,5,Positive
kremesannya enak packingnya rapih per item dibungkus bubble wrap pasti pesen lagi,5,Positive
pengiriman cepat packing rapi recomended,5,Positive
sedap sedap sedap,5,Positive
selalu langganan hahahha,5,Positive
rasa boleh diadu,5,Positive
sesuai deskripsi pengantaran cepat terimakasih,5,Positive
ok cepat blm dibuka dah bbrp kali beli enak,5,Positive
kemplang nya enak pengantaran cepat recommended,5,Positive
puas akan repeat order,5,Positive
pengen kasih bintang 3 5 aja sebenarnya ikan agak kurang jd rasa nya g trrlalu gurih coba memang sebanding ama harganya cukup banyak pengiriman cepat,4,Negative
kemplangnya enak,5,Positive
cepat raapih banget bungkusnya blm dibuka kalo cocok akan order lagi,5,Positive
ok bagus semua trimahkasih,5,Positive
selamat sampai tujuan,4,Positive
semuanya d best bgt,5,Positive
enak cepat sampainya,5,Positive
kacangnya alot masa baru dibuka uda alot gak jadi dimakan padahal lg imlek mau kasi tamu makan alhasil dibuang,2,Negative
proses cepat sesuai pesanan,5,Positive
blm dcoba semoga sesuai mksh,4,Positive
produk diterima kondisi hancur,2,Negative
real picture barang nya cepat sampai pesan minggu senin udah sampai thanks,5,Positive
pesanan saya sesuai kalau dilihat tingkat kematangan dah pas buat saya wangi kuenya juga enak banget apalagi dimakan siippdehh overall bagus,5,Positive
enak gendut menul2 manisnya pas ada yg warna gelap kirain gosong pahit eh tnyata enggak agak kecewa layanan aja walaupun packingnya aman buanget2 sehingga kuenya tetep cantik utuh tapi udahlah dikirim h1 pake sameday eh baru rikues pickup ampir set3 sore nyampe tkp ampir set8 kelewat deh niat jadi takjil buka puasa jadi maap ya bintang dikurangin 1 kelamaan mbungkus pake kardus kayaknya,4,Negative
brasa legit,5,Positive
perfect canelle big not too sweet,5,Positive
kami suka rotinya asli enak namun kali ini kecewa krn pengiriman yg sangat lambat order jam 7 pagi barang datang jam 9 50 malam dan alasannya roti dibuat stlh 3 4 jam pemesanan kalau boleh diperbaiki utk menjaga kualitas pelayanan atau paling tidak menginformasikan bahwa akan ada keterlambatan terimakasih,3,Negative
enaaaak,5,Positive
packaging sangat aman roti fresh cakenya enak top,5,Positive
ud sekian kl nya pesan kue ini disini biasa sih enak kok kl ini pait ya,3,Negative
snacknya sesuai dengan foto dan deskripsi produk yang dijual produk juga dikemas dengan sangat rapi dan aman terima kasih sukses selalu,5,Positive
ini repeat order produk ok seller komunikatif pelayanan memuaskan pesan malam besok pagi sudah diterima terima kasih banget utk bonusnya sukses terus yaa,5,Positive
sdh trm tq,5,Positive
pengiriman cepat dan sesuai,5,Positive
rasanya enak packing baik,5,Positive
sukak banget produk nya,5,Positive
snack ter enakkkkkk pelayanan super cepat,5,Positive
sdh repeat order always great,5,Positive
barang ok pengiriman ok,5,Positive
mantab sesuai pesanan,5,Positive
produk ok,5,Positive
cepat,5,Positive
pemgiriman sangat baik,5,Positive
produk bagus cm smp rumah dah malem,4,Negative
original mantapp pengiriman cepat,5,Positive
kapan kapan beli lagi,5,Positive
tipis banget biscuitnya krispy banget enaakk packagingnya baik ga remuk pd saat terima seller ramah n fast respon,5,Positive
fast response n delivery thanks,5,Positive
sesuai pesanan tks,5,Positive
barsng ga ada yg hancur msh ituh semua,5,Positive
meiji crackers oat udah terima dg baik,4,Positive
meiji cracker udah terima dg baik,4,Positive
terima kasih ya cepet process trusted seller,5,Positive
barang ok seller responsif delivery on time,5,Positive
barang sesuai pesanan produk 2021 expired 2022,5,Positive
selalu oke,5,Positive
selalu jempol,5,Positive
pengiriman cepat rasa enak dan harga lebih murah dari off market,5,Positive
nyampe biskuitnya utuh ga ada yg remuk,5,Positive
packing rapi banget makasih ya,5,Positive
paket rapi aman produk utuh tdk rusak,5,Positive
pertama kali beli disini respon dan pengiriman cepat packing pun rapi dengan dibungkus double dan aman terima kasih,5,Positive
penjual sangat ramah dan barang cepat sekali sampai,5,Positive
delivery cepat rekomended seller terima kasih,5,Positive
barang sesuai pengiriman juga cepat terima kasih seller,5,Positive
packingnya oke biscuit aman sentosa gk ada satu pun yg hancur thx ya bakal jd langganan ini,5,Positive
packingnya mantep banget ga ancur padahal lady finger rawan mantep,5,Positive
barang sdh sampai dengan selamat packingnya bagus aman bgt,5,Positive
paket sudah diterima dengan baik terimakasih,5,Positive
pengiriman cepat tapi kue nya melempem,4,Negative
packaging bagus dan proses cepat,5,Positive
pesanannya cepat sampai kondisi masih rapi,5,Positive
barang sesuai harga bersahabat,5,Positive
kangen sd,5,Positive
orderan kedua dari toko ini mantap,5,Positive
sesuai pesanan thanks,5,Positive
aman gak hancur,5,Positive
barang sudah diterima dalam keadaan baik dan utuh terima kasih banyak sudah dibantu,5,Positive
sangat disayangkan memang ada pilihan bubble wrap dan saya beli bubble wrapnya namun semua biskuit 4 4 nya hancur semua rotinya saya kecewa seharusnya kalo beli sampe 4 dikasih kotak tidak boleh hanya bubble wrap kecewa bahkan 2 roti dah spt bubuk biskuit saking hancurnya,1,Negative
yg 1 agak hancur,4,Negative
pengirimannya lama mungkin karena lagi ramai yang pesan jadi walaupun pake yes tetap lama di terimanya order 02 mei 2021 kirim 04 mei 2021 terima 05 mei 2021,5,Negative
enak banget thx sis,5,Positive
selain rasa nya yg bikin special dari toko sebelah apa nya hayooo yess packing nyaaa di seal one by one jd higienitasnya terjaga krn dikirim nya pasti pake kurir ojol khannnn,5,Positive
enak sekali,5,Positive
enaaak gabin tapenyaaa packing rapiii masing2 dibks terpisah per piece nya jd safe deh tks seller,5,Positive
cepat sampai packing aman rasa enak bagi pecinta tape trmksh,5,Positive
blm coba pengiriman cepat packing super aman,5,Positive
rasanya enak gurih manisnya cukup lebih enak kl dipanggang lagi di oven supaya gabunnya renyah packingnya rapi dan aman pengiriman tepat waktu terima kasih recommended seller,5,Positive
selalu puas belanja disini cepat sampai dan seller responsif dan sangat membantu pasti akan langganan terus,5,Positive
semoga berkah bintang bicara,5,Positive
sudah sering belanja di sini dan pelayanannya memuaskan trims seller,5,Positive
walau gak respon jawaban tapi pelaksanaan proses cepet sdh sampai dlm 1 hari trmksh puas banget akan diulangi lagi harga bagus,5,Positive
selalu puas dan selalu belanja di toko ini,5,Positive
produk sesuai dengan deskripsi dan dipaket dgn rapi,5,Positive
brgnya da diterima dgn baik ini sdh yg ke 2 kalinya tks seller n sukses selalu,5,Positive
alhamdulilah sudah mendarat dngan baik thnks ya semuanya ttap amanah min good job and sukses selalu janlupasholwat,5,Positive
sesuailah pokoknya,5,Positive
pengiriman cepat packing rapi barang ori,5,Positive
sangat memuaskan kualitas nya sangat baik d kemas dgn baik proses cepat sangat d rekomendasikan,5,Positive
keren mantep,5,Positive
thx paket sampai dengan selamat,5,Positive
this is the way,5,Positive
pengiriman cepat dan tidak ada yg rusak hancur,5,Positive
cukup bintang 5 yang bicara,5,Positive
produk sesuai packing aman pengiriman ok terima kasih,5,Positive
mohon diperhatikan lg dalam packing bisa ditambahkan bubblewrap karena dus dan isi banyak yg rusak kualitas nya baik proses cepat,4,Negative
belanja puas harga ekonomis packing mantul terimakasih,5,Positive
kusuka,5,Positive
favorit,5,Positive
alhamdulillah packing proses n pengiriman cepat pesanan sesuai expirednya masih lama terimakasih n sukses trus ya gan,5,Positive
snack wfh,5,Positive
terima kasih banyak,5,Positive
produk diterima dlm keadaan baik dan sesuai deskripsi pengiriman cepat,5,Positive
enak toko bagus reponnya,5,Positive
expired masih jauh packing standart dan cukup ok tp next time tolong makanannya jangan dpaksa digencet sm boxnya ya jadinya ada yang pengok dikit doang sih box boromonnya,5,Negative
alhamdulillah lengkap semua makasih banyak kak,5,Positive
next pasti order disini lagi thankyouuu,5,Positive
enak enak,5,Positive
pengiriman cepat barang sesuai rasa enak disukai anak2,5,Positive
rasa ny biasa aja,3,Negative
rasanya tidak berubah rasa nostalgia,5,Positive
belum d coba semoga enak y,5,Positive
pengiriman sangat cepat blm sempat coba tp packagingnya aman dgn bubble wrap,5,Positive
barang datang sesuai pesanan oke toko recomended terimkasih toko,5,Positive
pengiriman cepat thx ya,5,Positive
good service fast response and fast delivery pokoknya recommended banget deh order di sini tq min sukses selalu ya,4,Positive
terina kasih,5,Positive
overall bagus dan okay puasssss,5,Positive
sdh terima brgnya sesuai terima kasih sukses selalu,5,Positive
oklah dengan harga segitu,5,Positive
produk sesuai keterangan semua diterima dalam kondisi yang baik lengkap sesuai pesanan packingnya rapi aman,5,Positive
pertama kali belanja disini puasss banget pelayanan ok cepet bgt sampe kmrn sore order siang ini sampe,5,Positive
beli untuk yang kesekian kalinya mantap,5,Positive
respon penjual cepat pesanan cepat sampai dan sesuai terima kasih,5,Positive
mantab nih kmrn pesen 3 eh ternyata pas smp cm 2 yg dikirim seller nya bertanggung jwb penuh bsk nya lgs dikirim lg kekurangannya josss bgt dah sukses trs buat usahanya,5,Positive
barang sdh diterima pelayanan dan pengiriman nya cepat,5,Positive
respon penjual cepat packing aman,5,Positive
pas untuk dikemut,5,Positive
kiriman cpt respon penjual cpt packing rapih,5,Positive
pengiriman cepat packaging aman terima kasih ya,5,Positive
mah ada yg tdk sesuai yg di pesan,4,Negative
mantulll langsung diproses dan kirim jumlahnya pas sebanding harga worth it banget bentuknya lucu2 makasi ya kakkk,5,Positive
bagus ini contohnya dapatnya lbh banyak dari ini,5,Positive
cantik sprinkle nya thank you,5,Positive
sesuai gn gambar pengiriman sgt cpt,5,Positive
sprinkles bintang bulannya banyak yg retak,2,Negative
respon cepat dan pengiriman juga cepat sampai tujuan,5,Positive
barang sesuai deskripsi pengiriman cepat terima kasih,5,Positive
kecewa isinya ga sesuai katanya 750 gr ternyata cuma 500 gr,3,Negative
mannnnttttaaaaaaaappppppp,5,Positive
pelayanan cepat dan ramah,5,Positive
yups sampai,5,Positive
sy sdh cocok dgn permen ini mantaps khasiatnya,5,Positive
barang sesuai deskripsi pengiriman baik,5,Positive
permen masa kecil ane rasanya pun masih manteb,5,Positive
as always selalu puas,5,Positive
pengiriman cepat dan barang diterima dgn baik,5,Positive
kiriman nya cepet seller recomended sudah beberapa kali beli sangat memuaskan,5,Positive
cepat barangnya sampai,5,Positive
packing rapi produk ok exp masih lama selalu puas belanja di sini recomended seller,5,Positive
fast respons,5,Positive
selalu beli disini respon cepat pokoknya mantab beli disini,5,Positive
recomended seller sudah beberapa kali beli selalu memuaskan produk sesuai pesanan dengan buble wrap pula serta pengiriman nya cepat,5,Positive
yeaayyyy gak bosen² order disini sesuai pesanan dan gak kecewain deh rekomend pengiriman cepat responnya baik mantapp,5,Positive
respon penjual cepat dan paket rapi barang sesuai dengan deskripsi produk enak terima kasih,5,Positive
wah da smpe blm di coba klo mantul next time bakal order lagi,5,Positive
oke sudah diterima dan enak,5,Positive
proses cepat rasanya enak dan fresh tidak apek akibat terlalu lama disimpan tapi kena tambahan parkir ya,5,Positive
puas banget belanja disini barang cepat sampai sesuai gambar oke bgt deh pokok nya,5,Positive
proses dan pengiriman bgs respon seller ok produk yg dijual enak2,5,Positive
asem manis,5,Positive
sesuai pesanan pengiriman cepat,5,Positive
as always the best,5,Positive
very good service,5,Positive
packingnya aman bangettt utuhh dan exp masih lamaa,5,Positive
kiriman cepat sampai dan sesuai harapan,5,Positive
barangnya bagus puass belanja di toko ini,5,Positive
sampai dengan baik saya kemas di toples untuk di jual lagi terimakasih,5,Positive
barang bagus dan baru respond ramah pengiriman cepat packaging aman top and recommended,5,Positive
corniche corniche marshmallow mini mini marshmallow pink putih pink putih seller top response top proses cepat top pesan sore besok siangnya sampai top pakai gratis ongkir,5,Positive
seller ramah banget pengiriman cepat banget sukses terus tokonya,5,Positive
good seller,5,Positive
murah banget pengiriman dan respond cepat thanks,5,Positive
kualitas barang bagus harga murah respon penjual dan proses pengirimannya cepat kemasan pengiriman juga rapi recommended seller terima kasih,5,Positive
fast respon fast delivery kurir jg ramah thx,5,Positive
permennya enakkk makasih gan,5,Positive
puas pokoknya,5,Positive
pemgiriman cepat barang aman thanks ya,5,Positive
rasanya enak sekali pengiriman cepat sampainya dan kurirnya ramah terimakasih ya,5,Positive
enaaaakkkk,5,Positive
manisan asem nya mantapasem jawa nya kerasa pokonya manteptep,5,Positive
rasanya enaaaakk,5,Positive
enak tp lurang asem,5,Negative
enak persis jajanan diwarung masa kecil,5,Positive
enak sesuai selera thanks,5,Positive
seller ok dan makanannya sesuai,5,Positive
permen jahe nya enaaak,5,Positive
uenaakkk banget,5,Positive
mantapppp pengiriman cepat kualitas produk oke hrga juga murah,5,Positive
enak jahenya berasa banget,5,Positive
mantap gercep,5,Positive
permen jahe nya enaaaakk,5,Positive
permen jahenya enaaakkk,5,Positive
permen jahe nya enaaakkk,5,Positive
cuma bisa bilang enak,5,Positive
pengiriman cepat barang sesuai pesanan,5,Positive
pesen yg kecil tapi kyanya yg dikirm yg sedeng dch mantap dch trimkasih ya,5,Positive
tidak sesuai pesanan minta yg bulat bintang dan ulir malah byk dikasih yg love jd gak kepake untuk dekor kecewa,1,Negative
paket sudah diterima pengiriman cepat packing rapi thanks untuk bonusnya,5,Positive
lucu permennya bagus untuk suvenir,5,Positive
tooooooooop markotop,5,Positive
bilang ready stock tp barang yg dateng tidak sesuai dgn yg di pilih seller di chat g bales2 ganti expedisi tanpa konfirmasi,3,Negative
cepat sampai dan mengulang masa kecil dengan permen ini permennya juga tidak keras lho karena kadang2 saya beli dalamnya keras,5,Positive
original ini rasanya maknyussss,5,Positive
pengiriman standard barang sesuai rasa maknyusss,5,Positive
paket sudah diterima packing rapi wah sudah lama tidak makan permen ini thanks ya,5,Positive
pesanan sy sdh sampai responsif seller packing barang rapi barang sesuai dgn yg terpajang di etalase recommended,5,Positive
cepat sampai tapi kok keras bgt yaaa,3,Negative
barang sesuai orderans,5,Positive
mantttttuuuuuuuuul juragann,5,Positive
permen keras kurang empuk tp pengiriman cepet,3,Negative
permennya enak packingnya oke pake bubble wrap nyampenya juga cepet banget recommended seller nih,5,Positive
suka banget permennya pengiriman juga cepat dan rapi,5,Positive
mantap ke tenggorokan langsung plong,5,Positive
order kesekian kalinya selalu the best,5,Positive
seller mantaap makasih bonusnya,5,Positive
cepet banget nyampenya alhamdulillah sampe sekarang suka beli disini krn cepet bgt sampenya udah gitu barang sesuai pesanan,5,Positive
barang sdh diterima pelayanan cepat,5,Positive
paketnya cpt bgt sampainya mksh kakak order kesekian kalinya dan selalu memuaskan,5,Positive
enak rasanya jg sama kaya minyak kayu putih puas lah,5,Positive
oke buat cemilan si kecil,4,Positive
kemaren baru checkout besoknya warmderland restock langsung cuss kalap,5,Positive
enakkk dan yg jelas bahannya baik buat yg tersayang,5,Positive
kesukaan anak bangeeettt,5,Positive
alhamdulillah barang sudah sampai diterima dengan baik terima kasih sekali seller bantuannya setelah drama ekspedisi kurir yg salah kirim barang selalu senang berbelanja disini karna pelayanan kualitas nya selalu terjaga semoga dipertahankan yaa berkah sukses selalu seller,5,Positive
enakk manuka asli,5,Positive
anak2 suka ga berasa dikasih madu,5,Positive
selalu senang belanja di namaste,5,Positive
produk bagus original tp sayang pengemasan lama tp seller responsif kok pas di chat terima kasih,4,Negative
tlong di beri rasa yg beda2 bbrp kali order dpt nya rasa itu2 aja,4,Negative
plastik pembungkus sedikit robek,4,Negative
packing hancur,3,Negative
packing rapih dan respon cepat terima kasih banyak,5,Positive
pengiriman cepat dan aman rasa dikasih sesuai request terima kasih banyak,5,Positive
barang sesuai pengiriman cepat thanks,5,Positive
respon seller cepat produk mantap,5,Positive
barang sudah diterima dengan baik,5,Positive
packingnya aman mantap terima kasih banyak,5,Positive
sesuai pesanan mantap,5,Positive
siiip,5,Positive
jempol pkokna,5,Positive
terima kasih produk sesuai dng diskripsi sudah kesekian kali membeli ulang krn produk memuaskan recomanded utk paking rapi n aman sukses selalu,5,Positive
barang sudah diterima dengan baik terima kasih,5,Positive
alhamdulillah udah datang,5,Positive
langganan respon cpt ok bgt,5,Positive
produk sesuai dengan deskripsi cuma pengiriman agak terlambat,5,Positive
barang sudah diterima gan thnx yuaa,5,Positive
barang sesuai dengan gambar dan pengiriman cepat,5,Positive
terima kasih barangnya sudah sampai gan seller fast respon kurir fast respon produk bagus sesuai di deskripsi foto produk belum di coba,5,Positive
produk ori harga terbaik delivery tercepat bakal langganan makasi,5,Positive
packing aman sampai dgn kondisi yg msh bgus,5,Positive
barang sampe dengan selamat sesuai dengan pesanan,5,Positive
mantap gan terima kasih,5,Positive
produk sesuai tp g ada expire datenya,5,Positive
kemasan bagus rapi n aman jadi langganan terussss,5,Positive
puas banget auto langganan,5,Positive
mantabb nich toko fast respon n ramah serta jelas pemberitahuannya yang pasti fast delivery bisa diandalkan klo lagi butuh cepat sukses selalu,5,Positive
mannnttaabb fast respon and ramah fast delivery good packaging and barangnya toopp,5,Positive
barang mantabs order yg ke 2 thanks gan,5,Positive
barang sesuai expektasi thanks gan,5,Positive
thank you respon dan pengiriman cepat,5,Positive
enak ini berasa kaya udah dikasih jahe di dalemnya tapi menurut saya akan jauh lebih enak kalau dikasih gula jahenya juga,5,Positive
udah nyoba 1cup enak rasanya pas tdk terlalu manis tdk plain jempoolll,5,Positive
barang datang sesuai pesanan packing baik respon dari penjual kurang belum dicoba semoga enak,4,Positive
barang dicancel,1,Negative
thankss,5,Positive
mantabbb bossz,5,Positive
uda reorder berulang kali dan anak doyan,5,Positive
repeat order yg kesekian dan selalu puas dgn produk dan servicenya,5,Positive
barang bagus toko amanah fast respon pengiriman cepat dan aman,5,Positive
udah beli yang kedua kalinyaa tetap memuaskan semoga makin laris usahanya,5,Positive
produk sesuai deskripsi pengiriman cepat sekali sdh 2 x beli disini,5,Positive
produk sesuai yg ditawarkan pengiriman super duper express sampai di hari yg sama padahal gratis ongkir,5,Positive
sesuai pesanan exp 2022 syukron,5,Positive
sudah langganan setahun lebih cocok belanja disini tokonya amanah baarakallahu fiik,5,Positive
pengiriman cepat sekali kemarin baru pesan hari ini sudah sampai thanks seller dan pak kurir,5,Positive
packing baik expired date masih bulan 8 recomended seller,5,Positive
harga plg murah diantara semua packingannya juga rapih mks,5,Positive
mantap pelayanannya besok pesen banyak,5,Positive
bismillahi walhamdulillah paket dah nyampe dgn cepat packing rapih aman fast respond recomended seller insya allah ada order² selanjutnya hatur nuhun,5,Positive
seller responsif proses cepat produk bagus,5,Positive
suka barang nya,5,Positive
jelly nya oke trjangkau ccok utk usaha pnjualnya fast respons,5,Positive
orderan yg ke 2,5,Positive
pengiriman cepat dlm toplesnya di segel rapet brg yg di terima dalam kondisi baik dan tdk ada kerusakan terima kasih next order lagi di sini,5,Positive
barang sesuai pesanan cepat dan aman,5,Positive
in time thank you ka meskipun smpt deg2an tapi semua ok delivery pun cepat terima kasih,5,Positive
pengiriman cepettttt kemasann jugaaa superrr rapii bangetttt,5,Positive
udah beli terussss disini pengirimann superrr cepettttttt,5,Positive
thanks you sesuai request,5,Positive
rainbow jelly nya kurang bagus air nya bau cuka seperti uda mau expired dikasih pengawet,1,Negative
bagus pengiriman cepat 3 hari padahal ke sumatera keren sejauha ini barang overall tidak ada yg minus thanks you,5,Positive
respon cepat pengiriman cepat dan packing rapi,5,Positive
selalu puas respon cepat packaging rapih product dijamin ok,5,Positive
respon cepat orgnya ramah,5,Positive
brg sesuai order cuman agak kurang aman packing nya kl buka gak hati2 bakal robek next mhn di balut karton buar lbh aman,5,Negative
siip,5,Positive
mudah2an gk bosan dengn tekstur pdng nya,5,Positive
langgann truss,5,Positive
respon dan pengiriman super kilat,5,Positive
rasa disukai bnyk org,5,Positive
beli lg,5,Positive
respon dan pengiriman cepat terima kasih,5,Positive
pembelian sudah kesekian kali enak banget cincau hijaunya responnya pun cepat tau ini awalnya dari grand lucky trus caritau ternyata ada di tokopedia akan terus beli karena enak,5,Positive
love so much taste good and healthy as well,5,Positive
baru nyobain ternyata bener2 approved,5,Positive
enak sesuai gambar seller nya baik dan responsif dikasih bonus jg makasih yaaa,5,Positive
siang order sore lgsg dkirim besok siang barang sudah sampai sangat puas order di toko ini pelayanan copat barang aman bakal jd langganan terimkasih kakak,5,Positive
sukaa sm boba nya enakk pelanggan sy smpe blg kyk chatime,5,Positive
aman barang dikirim dengan baik dan cepet sampainya order lgsg dikirim terimakasih banyak yaa kak,5,Positive
fast response barang bagus good job,5,Positive
puass brg sesuai dan cepat sampai,5,Positive
bubblenya enak,5,Positive
terima kasih barang sudah sampai,5,Positive
pengiriman cepat barang kondisi sangat baik dan exp masih jauh mantap banget,5,Positive
ok selalu puas cepat sampai paking aman,5,Positive
sangat puas ok,5,Positive
ok sangat puaas thankssss,5,Positive
mantap harga murah dan expired masih lama,5,Positive
exp date panjang penjual ramah inaco jelly lengkap 25pcs terima kasih,5,Positive
okeee,5,Positive
proses cepat packing rapi,5,Positive
mantaaaappp pengiriman cepaatt,5,Positive
bagus pelayanannya cepat,5,Positive
pesen 2 dikirim cm 1 tp penjual bertanggung jawab smp selesai permasalahan,5,Positive
pearl nya the best banget krn ga abis sayang kalo dibuang jd simpen di kulkas besok nya masih lumayan empuk walau memang udh ga kondisi prima kan kalo nginep,5,Positive
enaaaaakkk,5,Positive
so yummy dan enak banget,5,Positive
pengirimannya cepat sekali pagi pesan siangnya sudah sampai produk aman rasanya enak terimakasih,5,Positive
thanks chatime,5,Positive
produk dan pengemasan bagus,5,Positive
pengiriman cepat mantaaab,5,Positive
kirain 1 pack isi smp 1 kg ternyata tidak,2,Negative
sesuai pesanan packing aman,5,Positive
pesen 5kg timbanganya kurang bosqu,2,Negative
fast respon pesan jam 8 jam 11 dtg,5,Positive
sudah repeat order disini selalu oke recommended seller,5,Positive
paket sudah sampai terima kasih,4,Positive
alhamdulillah enak rasanya packing rapi pengiriman cepat terimakasih,5,Positive
semuanya oke,5,Positive
pembelian kedua,5,Positive
produk sudah sampai dapat harga promo packing aman terimakasih,5,Positive
beli sore dikirim pagi esok hari malam di hari yang sama jam 7 malam sudah sampai padahal pakai si halu,5,Positive
rasanya enak renyah,5,Positive
enaakkkkk,5,Positive
pembelian ke 2nya karena memang enak anak2 suka bgt terima kasih,5,Positive
tampilannya si oke isi jg padet ga malu2in buat bagi2 ketetangga btw stiker beli sendiri yaa mantap deh klo enak beli lg,5,Positive
kentangnya crispy asin asam pedas gurih pokonya sedep banget,5,Positive
rasanya enak udh itu aja,5,Positive
belum di coba,4,Positive
bgus,5,Positive
mantap pengiriman aman dan cepat dilapis bubble wrap thanks seller,5,Positive
tokonya fast response rasa kentangnya asinnya pas cocok jadi penambah menu makanan,5,Positive
ok tiba tepat waktu rasa nggak bisa omen karena langsung kasih ke keponakan,5,Positive
mantul pengiriman cepat,5,Positive
packing nya sangat rapi,5,Positive
enak banget nih,5,Positive
kripik hancur,1,Negative
ushain dong ga ancur saat kita trima,4,Negative
keripiknya hancur,2,Negative
rasanya enak gpp walaupun ada yg jadi kriu,4,Negative
diterima dengan baik sedikit remuk tapi rasa enakk,5,Negative
packing jos lapis2 rapi buble rap dan tempe utuh sukses terus ya ka tq,5,Positive
awalnya cancel pembelian tp penasaran mau nyobain akhirnya beli 1kg walaupun packingan hancur tp rasanya sekali ngunyah ga pengen brenti ueenaaakk saran utk seller next utk packingan supaya ga hancur diberi udara terlebih dulu baru di balut bubble pengalaman yang pernah saya dpt dari beli kripik pisang terima kasih sukses terus yah,5,Negative
tempenya enak garing gurih,5,Positive
manteps semoga ngak memes,5,Positive
blm di coba tp packing rapih dan ceat,4,Positive
fast delivery packing rapi sudah kesekian kalinya order lauk snack camilan dan sambal di toko ini terima kasih seller,5,Positive
renyah banget ngga gagal rasanya pas mantap,5,Positive
