Review,Rating,Sentiment;Label;;
yeaayyyy gak bosen² order disini sesuai pesanan dan gak kecewain deh rekomend pengiriman cepat responnya baik mantapp,5, ;P;;
respon penjual cepat dan paket rapi barang sesuai dengan deskripsi produk enak terima kasih,5, ;P;;
wah da smpe blm di coba klo mantul next time bakal order lagi,5, ;P;;
oke sudah diterima dan enak,5, ;P;;
proses cepat rasanya enak dan fresh tidak apek akibat terlalu lama disimpan tapi kena tambahan parkir ya,5, ;P;;
puas banget belanja disini barang cepat sampai sesuai gambar oke bgt deh pokok nya,5, ;P;;
proses dan pengiriman bgs respon seller ok produk yg dijual enak2,5, ;P;;
asem manis,5, ;P;;
sesuai pesanan pengiriman cepat,5, ;P;;
as always the best,5, ;P;;
very good service,5, ;P;;
packingnya aman bangettt utuhh dan exp masih lamaa,5, ;P;;
kiriman cepat sampai dan sesuai harapan,5, ;P;;
barangnya bagus puass belanja di toko ini,5, ;P;;
sampai dengan baik saya kemas di toples untuk di jual lagi terimakasih,5, ;P;;
barang bagus dan baru respond ramah pengiriman cepat packaging aman top and recommended,5, ;P;;
corniche corniche marshmallow mini mini marshmallow pink putih pink putih seller top response top proses cepat top pesan sore besok siangnya sampai top pakai gratis ongkir,5, ;P;;
seller ramah banget pengiriman cepat banget sukses terus tokonya,5, ;P;;
good seller,5, ;P;;
murah banget pengiriman dan respond cepat thanks,5, ;P;;
kualitas barang bagus harga murah respon penjual dan proses pengirimannya cepat kemasan pengiriman juga rapi recommended seller terima kasih,5, ;P;;
fast respon fast delivery kurir jg ramah thx,5, ;P;;
permennya enakkk makasih gan,5, ;P;;
puas pokoknya,5, ;P;;
pemgiriman cepat barang aman thanks ya,5, ;P;;
rasanya enak sekali pengiriman cepat sampainya dan kurirnya ramah terimakasih ya,5, ;P;;
enaaaakkkk,5, ;P;;
manisan asem nya mantapasem jawa nya kerasa pokonya manteptep,5, ;P;;
rasanya enaaaakk,5, ;P;;
enak tp lurang asem,5, ;N;;
enak persis jajanan diwarung masa kecil,5, ;P;;
enak sesuai selera thanks,5, ;P;;
seller ok dan makanannya sesuai,5, ;P;;
permen jahe nya enaaak,5, ;P;;
uenaakkk banget,5, ;P;;
mantapppp pengiriman cepat kualitas produk oke hrga juga murah,5, ;P;;
enak jahenya berasa banget,5, ;P;;
mantap gercep,5, ;P;;
permen jahe nya enaaaakk,5, ;P;;
permen jahenya enaaakkk,5, ;P;;
permen jahe nya enaaakkk,5, ;P;;
cuma bisa bilang enak,5, ;P;;
pengiriman cepat barang sesuai pesanan,5, ;P;;
pesen yg kecil tapi kyanya yg dikirm yg sedeng dch mantap dch trimkasih ya,5, ;P;;
tidak sesuai pesanan minta yg bulat bintang dan ulir malah byk dikasih yg love jd gak kepake untuk dekor kecewa,1, ;N;;
paket sudah diterima pengiriman cepat packing rapi thanks untuk bonusnya,5, ;P;;
lucu permennya bagus untuk suvenir,5, ;P;;
tooooooooop markotop,5, ;P;;
bilang ready stock tp barang yg dateng tidak sesuai dgn yg di pilih seller di chat g bales2 ganti expedisi tanpa konfirmasi,3, ;N;;
cepat sampai dan mengulang masa kecil dengan permen ini permennya juga tidak keras lho karena kadang2 saya beli dalamnya keras,5, ;P;;
original ini rasanya maknyussss,5, ;P;;
pengiriman standard barang sesuai rasa maknyusss,5, ;P;;
paket sudah diterima packing rapi wah sudah lama tidak makan permen ini thanks ya,5, ;P;;
pesanan sy sdh sampai responsif seller packing barang rapi barang sesuai dgn yg terpajang di etalase recommended,5, ;P;;
cepat sampai tapi kok keras bgt yaaa,3, ;N;;
barang sesuai orderans,5, ;P;;
mantttttuuuuuuuuul juragann,5, ;P;;
permen keras kurang empuk tp pengiriman cepet,3, ;N;;
permennya enak packingnya oke pake bubble wrap nyampenya juga cepet banget recommended seller nih,5, ;P;;
suka banget permennya pengiriman juga cepat dan rapi,5, ;P;;
mantap ke tenggorokan langsung plong,5, ;P;;
order kesekian kalinya selalu the best,5, ;P;;
seller mantaap makasih bonusnya,5, ;P;;
cepet banget nyampenya alhamdulillah sampe sekarang suka beli disini krn cepet bgt sampenya udah gitu barang sesuai pesanan,5, ;P;;
barang sdh diterima pelayanan cepat,5, ;P;;
paketnya cpt bgt sampainya mksh kakak order kesekian kalinya dan selalu memuaskan,5, ;P;;
enak rasanya jg sama kaya minyak kayu putih puas lah,5, ;P;;
oke buat cemilan si kecil,4, ;P;;
kemaren baru checkout besoknya warmderland restock langsung cuss kalap,5, ;P;;
enakkk dan yg jelas bahannya baik buat yg tersayang,5, ;P;;
kesukaan anak bangeeettt,5, ;P;;
alhamdulillah barang sudah sampai diterima dengan baik terima kasih sekali seller bantuannya setelah drama ekspedisi kurir yg salah kirim barang selalu senang berbelanja disini karna pelayanan kualitas nya selalu terjaga semoga dipertahankan yaa berkah sukses selalu seller,5, ;P;;
enakk manuka asli,5, ;P;;
anak2 suka ga berasa dikasih madu,5, ;P;;
selalu senang belanja di namaste,5, ;P;;
produk bagus original tp sayang pengemasan lama tp seller responsif kok pas di chat terima kasih,4, ;N;;
tlong di beri rasa yg beda2 bbrp kali order dpt nya rasa itu2 aja,4, ;N;;
plastik pembungkus sedikit robek,4, ;N;;
packing hancur,3, ;N;;
packing rapih dan respon cepat terima kasih banyak,5, ;P;;
pengiriman cepat dan aman rasa dikasih sesuai request terima kasih banyak,5, ;P;;
barang sesuai pengiriman cepat thanks,5, ;P;;
respon seller cepat produk mantap,5, ;P;;
barang sudah diterima dengan baik,5, ;P;;
packingnya aman mantap terima kasih banyak,5, ;P;;
sesuai pesanan mantap,5, ;P;;
siiip,5, ;P;;
jempol pkokna,5, ;P;;
terima kasih produk sesuai dng diskripsi sudah kesekian kali membeli ulang krn produk memuaskan recomanded utk paking rapi n aman sukses selalu,5, ;P;;
barang sudah diterima dengan baik terima kasih,5, ;P;;
alhamdulillah udah datang,5, ;P;;
langganan respon cpt ok bgt,5, ;P;;
produk sesuai dengan deskripsi cuma pengiriman agak terlambat,5, ;P;;
barang sudah diterima gan thnx yuaa,5, ;P;;
barang sesuai dengan gambar dan pengiriman cepat,5, ;P;;
terima kasih barangnya sudah sampai gan seller fast respon kurir fast respon produk bagus sesuai di deskripsi foto produk belum di coba,5, ;P;;
produk ori harga terbaik delivery tercepat bakal langganan makasi,5, ;P;;
packing aman sampai dgn kondisi yg msh bgus,5, ;P;;
barang sampe dengan selamat sesuai dengan pesanan,5, ;P;;
mantap gan terima kasih,5, ;P;;
produk sesuai tp g ada expire datenya,5, ;P;;
kemasan bagus rapi n aman jadi langganan terussss,5, ;P;;
puas banget auto langganan,5, ;P;;
mantabb nich toko fast respon n ramah serta jelas pemberitahuannya yang pasti fast delivery bisa diandalkan klo lagi butuh cepat sukses selalu,5, ;P;;
mannnttaabb fast respon and ramah fast delivery good packaging and barangnya toopp,5, ;P;;
barang mantabs order yg ke 2 thanks gan,5, ;P;;
barang sesuai expektasi thanks gan,5, ;P;;
thank you respon dan pengiriman cepat,5, ;P;;
enak ini berasa kaya udah dikasih jahe di dalemnya tapi menurut saya akan jauh lebih enak kalau dikasih gula jahenya juga,5, ;P;;
udah nyoba 1cup enak rasanya pas tdk terlalu manis tdk plain jempoolll,5, ;P;;
barang datang sesuai pesanan packing baik respon dari penjual kurang belum dicoba semoga enak,4, ;P;;
barang dicancel,1, ;N;;
thankss,5, ;P;;
mantabbb bossz,5, ;P;;
uda reorder berulang kali dan anak doyan,5, ;P;;
repeat order yg kesekian dan selalu puas dgn produk dan servicenya,5, ;P;;
barang bagus toko amanah fast respon pengiriman cepat dan aman,5, ;P;;
udah beli yang kedua kalinyaa tetap memuaskan semoga makin laris usahanya,5, ;P;;
produk sesuai deskripsi pengiriman cepat sekali sdh 2 x beli disini,5, ;P;;
produk sesuai yg ditawarkan pengiriman super duper express sampai di hari yg sama padahal gratis ongkir,5, ;P;;
sesuai pesanan exp 2022 syukron,5, ;P;;
sudah langganan setahun lebih cocok belanja disini tokonya amanah baarakallahu fiik,5, ;P;;
pengiriman cepat sekali kemarin baru pesan hari ini sudah sampai thanks seller dan pak kurir,5, ;P;;
packing baik expired date masih bulan 8 recomended seller,5, ;P;;
harga plg murah diantara semua packingannya juga rapih mks,5, ;P;;
mantap pelayanannya besok pesen banyak,5, ;P;;
bismillahi walhamdulillah paket dah nyampe dgn cepat packing rapih aman fast respond recomended seller insya allah ada order² selanjutnya hatur nuhun,5, ;P;;
seller responsif proses cepat produk bagus,5, ;P;;
suka barang nya,5, ;P;;
jelly nya oke trjangkau ccok utk usaha pnjualnya fast respons,5, ;P;;
orderan yg ke 2,5, ;P;;
pengiriman cepat dlm toplesnya di segel rapet brg yg di terima dalam kondisi baik dan tdk ada kerusakan terima kasih next order lagi di sini,5, ;P;;
barang sesuai pesanan cepat dan aman,5, ;P;;
in time thank you ka meskipun smpt deg2an tapi semua ok delivery pun cepat terima kasih,5, ;P;;
pengiriman cepettttt kemasann jugaaa superrr rapii bangetttt,5, ;P;;
udah beli terussss disini pengirimann superrr cepettttttt,5, ;P;;
thanks you sesuai request,5, ;P;;
rainbow jelly nya kurang bagus air nya bau cuka seperti uda mau expired dikasih pengawet,1, ;N;;
bagus pengiriman cepat 3 hari padahal ke sumatera keren sejauha ini barang overall tidak ada yg minus thanks you,5, ;P;;
respon cepat pengiriman cepat dan packing rapi,5, ;P;;
selalu puas respon cepat packaging rapih product dijamin ok,5, ;P;;
respon cepat orgnya ramah,5, ;P;;
brg sesuai order cuman agak kurang aman packing nya kl buka gak hati2 bakal robek next mhn di balut karton buar lbh aman,5, ;N;;
siip,5, ;P;;
mudah2an gk bosan dengn tekstur pdng nya,5, ;P;;
langgann truss,5, ;P;;
respon dan pengiriman super kilat,5, ;P;;
rasa disukai bnyk org,5, ;P;;
beli lg,5, ;P;;
respon dan pengiriman cepat terima kasih,5, ;P;;
pembelian sudah kesekian kali enak banget cincau hijaunya responnya pun cepat tau ini awalnya dari grand lucky trus caritau ternyata ada di tokopedia akan terus beli karena enak,5, ;P;;
love so much taste good and healthy as well,5, ;P;;
baru nyobain ternyata bener2 approved,5, ;P;;
enak sesuai gambar seller nya baik dan responsif dikasih bonus jg makasih yaaa,5, ;P;;
siang order sore lgsg dkirim besok siang barang sudah sampai sangat puas order di toko ini pelayanan copat barang aman bakal jd langganan terimkasih kakak,5, ;P;;
sukaa sm boba nya enakk pelanggan sy smpe blg kyk chatime,5, ;P;;
aman barang dikirim dengan baik dan cepet sampainya order lgsg dikirim terimakasih banyak yaa kak,5, ;P;;
fast response barang bagus good job,5, ;P;;
puass brg sesuai dan cepat sampai,5, ;P;;
bubblenya enak,5, ;P;;
terima kasih barang sudah sampai,5, ;P;;
pengiriman cepat barang kondisi sangat baik dan exp masih jauh mantap banget,5, ;P;;
ok selalu puas cepat sampai paking aman,5, ;P;;
sangat puas ok,5, ;P;;
ok sangat puaas thankssss,5, ;P;;
mantap harga murah dan expired masih lama,5, ;P;;
exp date panjang penjual ramah inaco jelly lengkap 25pcs terima kasih,5, ;P;;
okeee,5, ;P;;
proses cepat packing rapi,5, ;P;;
mantaaaappp pengiriman cepaatt,5, ;P;;
bagus pelayanannya cepat,5, ;P;;
pesen 2 dikirim cm 1 tp penjual bertanggung jawab smp selesai permasalahan,5, ;P;;
pearl nya the best banget krn ga abis sayang kalo dibuang jd simpen di kulkas besok nya masih lumayan empuk walau memang udh ga kondisi prima kan kalo nginep,5, ;P;;
enaaaaakkk,5, ;P;;
so yummy dan enak banget,5, ;P;;
pengirimannya cepat sekali pagi pesan siangnya sudah sampai produk aman rasanya enak terimakasih,5, ;P;;
thanks chatime,5, ;P;;
produk dan pengemasan bagus,5, ;P;;
pengiriman cepat mantaaab,5, ;P;;
kirain 1 pack isi smp 1 kg ternyata tidak,2, ;N;;
sesuai pesanan packing aman,5, ;P;;
pesen 5kg timbanganya kurang bosqu,2, ;N;;
fast respon pesan jam 8 jam 11 dtg,5, ;P;;
sudah repeat order disini selalu oke recommended seller,5, ;P;;
paket sudah sampai terima kasih,4, ;P;;
alhamdulillah enak rasanya packing rapi pengiriman cepat terimakasih,5, ;P;;
semuanya oke,5, ;P;;
pembelian kedua,5, ;P;;
produk sudah sampai dapat harga promo packing aman terimakasih,5, ;P;;
beli sore dikirim pagi esok hari malam di hari yang sama jam 7 malam sudah sampai padahal pakai si halu,5, ;P;;
rasanya enak renyah,5, ;P;;
enaakkkkk,5, ;P;;
pembelian ke 2nya karena memang enak anak2 suka bgt terima kasih,5, ;P;;
tampilannya si oke isi jg padet ga malu2in buat bagi2 ketetangga btw stiker beli sendiri yaa mantap deh klo enak beli lg,5, ;P;;
kentangnya crispy asin asam pedas gurih pokonya sedep banget,5, ;P;;
rasanya enak udh itu aja,5, ;P;;
belum di coba,4, ;P;;
bgus,5, ;P;;
mantap pengiriman aman dan cepat dilapis bubble wrap thanks seller,5, ;P;;
tokonya fast response rasa kentangnya asinnya pas cocok jadi penambah menu makanan,5, ;P;;
ok tiba tepat waktu rasa nggak bisa omen karena langsung kasih ke keponakan,5, ;P;;
mantul pengiriman cepat,5, ;P;;
packing nya sangat rapi,5, ;P;;
enak banget nih,5, ;P;;
kripik hancur,1, ;N;;
ushain dong ga ancur saat kita trima,4, ;N;;
keripiknya hancur,2, ;N;;
rasanya enak gpp walaupun ada yg jadi kriu,4, ;N;;
diterima dengan baik sedikit remuk tapi rasa enakk,5, ;N;;
packing jos lapis2 rapi buble rap dan tempe utuh sukses terus ya ka tq,5, ;P;;
awalnya cancel pembelian tp penasaran mau nyobain akhirnya beli 1kg walaupun packingan hancur tp rasanya sekali ngunyah ga pengen brenti ueenaaakk saran utk seller next utk packingan supaya ga hancur diberi udara terlebih dulu baru di balut bubble pengalaman yang pernah saya dpt dari beli kripik pisang terima kasih sukses terus yah,5, ;N;;
tempenya enak garing gurih,5, ;P;;
manteps semoga ngak memes,5, ;P;;
blm di coba tp packing rapih dan ceat,4, ;P;;
fast delivery packing rapi sudah kesekian kalinya order lauk snack camilan dan sambal di toko ini terima kasih seller,5, ;P;;
renyah banget ngga gagal rasanya pas mantap,5, ;P;;
kentang sangat garing buat cemilan ok buat makan dengan nasi juga enak sekali rasa rendang cocok di lidah,5, ;P;;
pengiriman cepet respon juga cepet empingnya juga bagus kualitasnya makasih ya,5, ;P;;
alhamdulillah sudah sampe dengan selamat,5, ;P;;
c untuk if di film f tak t t di rmh f di tse,1, ;N;;
barang sesuai pengiriman cepat terima kasih,5, ;P;;
sesuai pesanan emping yang renyah dan gurih reorder kesekian selalu fast respon trims seller,5, ;P;;
pengiriman cepat tp ga sesuai ekspektasi saya tebel2 empingnya,4, ;N;;
manstabb,5, ;P;;
alhamdulillah empingnya tipis dan besar2 terimakasih,5, ;P;;
cepet bgt sampe nya respon cepat trims,5, ;P;;
sesuai dng deskripsi insyaallahu sama spt yg biasanya dimakan terima kasih d,5, ;P;;
biasanya gak suka sm yg berbau keju apaun itu tp mudah2an ini doyan krn pgn ngemil,5, ;P;;
ro,5, ;P;;
respons cepat cheese stick ditambah bubble wrap sehingga tetap utuh waktu diterima recommended seller,5, ;P;;
bentuknya pendek2 terkesan patahan2 yg dijual untuk rasa belum dicoba,3, ;N;;
enak sekali snacknya fresh pengiriman cepat packing rapi terima kasih banyak,5, ;P;;
gabus ga rasa keju agak apek,2, ;N;;
weh mabtap nih kripik,5, ;P;;
ususnya pahit,1, ;N;;
mantul gaeess packing rapih dan aman sampe jkt keripik msh utuh ga hancur thank you kakak sukses trs tmbh laris manisss,5, ;P;;
recommended seller gan,5, ;P;;
as always recommend seller,5, ;P;;
sangat2 puas enak garing dan renyah packing sangat bagus yg utama seller sangat ramah semoga tambah sukses,5, ;P;;
krispi,5, ;P;;
packing nya kurang rapih 1 bungkus hancur semua kalau rasa belum di coba,4, ;N;;
makasiih yaa ramah bngt n lucu good luck,5, ;P;;
alhamdulillah udah sampai pesanannya packing nya rapih banget belum dibuka sepertinya aman gak ada yang hancur mksh seller moga tambah sukses n berkah,5, ;P;;
pokok nya puas belanja di toko pedia,5, ;P;;
rasa mantap,5, ;P;;
fast respon pengiriman cepat dan rapih,5, ;P;;
sdh terima paking aman belum coba kata teman sih enak recommended seller,5, ;P;;
alhamdulillah ga hancur pembungkusanya rapih ud jd langganan dipertahanin trus yaaa,5, ;P;;
pengiriman cepat mantap,5, ;P;;
pebgiriman cepat tp barang hancur semua,5, ;N;;
sudah kesekian kalinya pesen disini gak pernah kecewa,5, ;P;;
pedesnya banget,5, ;P;;
pengiriman lama penjualnya ga ramah dichat ga pernah direspon,2, ;N;;
enak lidinya,5, ;P;;
penjual nya gak ada respon entah gak bisa ngetik gak tau huruf atau emang gak niat,2, ;N;;
lamaa,1, ;N;;
suukaaaa,5, ;P;;
sumpia udang manis enak manis gurih renyah empuk packing dan pengiriman aman,5, ;P;;
sumpia nya enak,5, ;P;;
ok deh smuanya bagus,5, ;P;;
produk enak respon penjual dan pengiriman baik terima kasih,5, ;P;;
delivery cepat rasa snack enak garing krn msh fresh puazzz,5, ;P;;
horror di pengiriman,5, ;N;;
mantap pengiriman cepat rasa juga gak murahan rekomen ini top buat lebaran atau snack harian,5, ;P;;
enak sesuai harapan sukses yah,5, ;P;;
dus terbuka,4, ;N;;
enak rasanya crispy,5, ;P;;
y,5, ;P;;
super enakkkkkk,5, ;P;;
mantappp enak sekali kak,5, ;P;;
sekarang ga perlu lg hrs ke padang klo pengen keripik baladonya cukup di tokopedia aja 2 hari sdh sampai jkt terima kasih serley dan toko pedia,5, ;P;;
pembelian ketiga bumbu lado melimpah puas rasa enaknya isi banyak pengiriman cepat walau dari padang ke jakarta saya pesan di sini karena review nya bagus2 alhamdulillah memang bagus packaging dan isi aman 100 recommended seller shirley kurir ok thanks seller dan tokopedia,5, ;P;;
pembelian kedua pengiriman cepat walau dari padang ke jakarta saya pesan di sini karena review nya bagus2 alhamdulillah memang bagus packaging dan isi aman 100 recommended seller shirley thanks seller dan tokopedia,5, ;P;;
renyah empuk aroma bumbu segar pengiriman rapi terima kasih,5, ;P;;
selalu puas sama tokopedia gratis ongkir nya ga kira2 seneng bgt deh belanja dr dr padang ga perlu mikirin ongkir yg mehong jd bisa makan keripik sinjai yg enak bgt,5, ;P;;
pengemasan baik cpt sampai dgn aman kripik nya enak ga keras kl udah makan nagih terus sellernya ramah,5, ;P;;
barang bagus sayang kemasan kurang aman sebagian remuk,4, ;N;;
sesuai pesanan mksh ya,5, ;P;;
gurih renyah enak mantap,5, ;P;;
kurang enak ya tidak seperti yg dijual di bandung,5, ;N;;
maaanstaabb gaaannn,5, ;P;;
enak renyah gak terlalu asin dan kemasan baik gak rusak,5, ;P;;
pancen enak bos tapi remuk kabeh tekan kene koyo atiku,5, ;N;;
respon penjual baik rasanya enak packing rapi kurir baik pokoknya is the best,5, ;P;;
barang sudah diterima dengan baik pengemasan rapi aman utuh tidak hancur terimakasih atas pelayanan terbaik nya,5, ;P;;
mantaaaabbbb,5, ;P;;
yg ke 2 x nya,5, ;P;;
kremes nya enak benerrrr,5, ;P;;
enak tp mahal,5, ;N;;
enak gurih renyah cocok dimakan dengan nasi putih dan sambal nya,5, ;P;;
asli ga bikin enek,5, ;P;;
enak gak terlalu asin tp ttp gurih tasty,5, ;P;;
ini kriuk kriuk terenak makan ini pakai nasi panas plus sambal matah beuhhhh enakk,5, ;P;;
pengiriman super cepat dapat free lagi terima kasih yaa seller,5, ;P;;
dapet free king spicy kripik singkong sambel matah thank you seller packing rapih dan cepet sampe recommended,5, ;P;;
pengemasannn nyaa cepett bgttt pesen kmrn sekaranggg sampeee makasiiii seller,5, ;P;;
soal kualitas tidak perlu diragukan lagi rasa dan kegurihan yang konsisten pedas yang menggelitik lidah sangat cocok bagi pecinta makanan pedas bisa dimakan sebagai kudapan maupun makanan pelengkap,5, ;P;;
produk asli proses cepat admin ramah,5, ;P;;
keras basrengnya standart2 aja pelayanan dan pengiriman bagus,3, ;N;;
packing superrrr rapi banget dan rasanya enaak bgt seller ramah baik sekali recommend yaaa,5, ;P;;
packing nya saja diperbaiki lg kemasan ada yg pecah 2,5, ;N;;
toko langganan buat beli maicih bareng makasiihhh,5, ;P;;
barangx sdh diterima sesuai estimasi,5, ;P;;
produk ok tp pelayanan tidak baik sudah memesan bubble wrap tambahan packing tapi bubble wrap nya sama sekali tidak diberikan,1, ;N;;
enakkkk dan beneran crispy nya,5, ;P;;
ensk,5, ;P;;
enak dan pilihan yg pas buat ngemil sehat,5, ;P;;
enak snack buat anak ku sampe habis 2 kantong doyan banget dia,5, ;P;;
enak manis alami dari bahan,5, ;P;;
pesanan sudah sampai dicoba enaak dan renyah,5, ;P;;
enak crispynya berasa dan gak perlu takut gemuk walau nyemil ini banyak banyak senangnya,5, ;P;;
fast respond pengiriman juga cepet,4, ;P;;
enaaakkkk,5, ;P;;
selalu puas belanja disini response seller baik dan cepat,5, ;P;;
barang sudah sampai terima kasih,4, ;P;;
pelayanan bagus sekali dan kualitas barang sesuai,5, ;P;;
mantap seperti biasa sukses selalu pempek metro,5, ;P;;
selalu puas belanja disini terima kasih,5, ;P;;
makasih dpt bonus gula smoga usaha makin lancar,5, ;P;;
mantap seperti biasa best seller,5, ;P;;
seperti biasanya belanja disini selalu memuaskan recommended seller,5, ;P;;
seperti biasa mantap pelayanan terbaik thx seller,5, ;P;;
seller ramah responsif kripiknya juga enak pakai sameday jadi langsung sampai harga paling murah disini,5, ;P;;
diproses dengan sangat cepat dan packingnya baik dan aman,5, ;P;;
mantap pengiriman kilat sekali,5, ;P;;
diproses dan diantar dengan cepat packing baik recommended seller,5, ;P;;
bakalan langganan disini admin nya superrr responsif dan ramah,5, ;P;;
pengiriman sangat cepat,5, ;P;;
respon seller sangat cepat produk yang dikirim expire date nya masih lama untuk ukuran cokoten produk dikirim sangat aman kondisi masih bagus tidak hancur very recommended seller untuk mendapatkan cokoten,5, ;P;;
brg sesuai pesanan packing rapi pengiriman cepat,5, ;P;;
keripik agak hancur tp kayanya dari pabriknya ini okay sih secara umum,4, ;N;;
mantaaap,5, ;P;;
pengiriman cepat dan baramg ok,5, ;P;;
kerja yg bagus,5, ;P;;
enak dan dikemas aman good seller,5, ;P;;
cepat aman mantapsss,5, ;P;;
gak pernah mengecewakan,5, ;P;;
beli ud bbrp kali disini tapi yg paling ancur isinya kali ini kl bs di kasih buble wrap kemasan produknya dus bolong mngkn dr ekspedisi,3, ;N;;
rasa enak bakal repeat order,5, ;P;;
beli 5 cuma dateng 4,1, ;N;;
0oookkkee,5, ;P;;
rasa mayan enak cuma dikit hahaha,5, ;P;;
packing rapi suka,5, ;P;;
barangnya sampai dengan selamat hanya mungkin bumbunya kebanyakan dan tidak merata tapi overall enak,4, ;N;;
enakk crunchy isinya banyak,5, ;P;;
nyesel cuma beli satu nanti beli lagi ah,5, ;P;;
sesuai dengan deskripsi dan gambar enak,5, ;P;;
enak banget snacknya gurih,5, ;P;;
makasih ya kak,5, ;P;;
pembelian ke 2x nya anak2 yg doyan,5, ;P;;
makaroni enak seller ramah,5, ;P;;
candy tks mpek2nya udh sampai jakarta bisa dimakan utk buka ngasih orgtua thks ya,5, ;P;;
ini sdh yg ketiga kali order pempek candy dan tidak pernah mengecewakan utk rasanya,5, ;P;;
barang di terima baik rasa tdk berubah walaupun di kirim ke luar kota,5, ;P;;
cepat dan pelayanannya sangat memuaskan,5, ;P;;
mantab bisa makan pempek candy langsung dr palembang tanpa harus ke palembang next order lg packing ok,5, ;P;;
mpek2nya enak mantab,5, ;P;;
uenaaaakkk dan selasa pesan kamis sampai jogja,5, ;P;;
pengiriman cpt bgt,5, ;P;;
pempek nya mendarat dengan selamat di kota tegal akhirnya kesampaian makan pempek asli palembang tanpa harus ke palembang,5, ;P;;
lumayan,4, ;P;;
sangat enk terimakasih,5, ;P;;
terima kasihhh sdh sampaii,5, ;P;;
favorit banget ibi keripik enak sehari sampe,5, ;P;;
packing aman pengiriman super cepat tp sayang kurang suka sm produknya perdana nyoba merk ini ternyata enak kripik piscok merk yg lain but klo utk pelayanan toko ini sgt bagussss,4, ;N;;
pengiriman cepat tapi sayang keripik pisang nya keras,2, ;N;;
packing oke pengiriman cepet banget thank you ya,5, ;P;;
keripiknya 2 hari aja udh smp rumah free ongkir pula keripik gak hancur2 banget malah msh ada yg utuh thx u,5, ;N;;
favorit balitaku thanks seller,5, ;P;;
mantap pengiriman cepat packingan aman,5, ;P;;
exp sesuai yg di infokan,5, ;P;;
mantep bngt ni toko responny cpt biar beli dikit jg kurir yg ngirim cpt jg pack aman rapi stick kejuny enak bngtt brasa keju renyah keplang jg enak n cklt ayam jadul kenangan emak sukses sll ya kak lapaknya terima kasih chintacink topedsicptreg,5, ;P;;
enak rasanya packing aman pengiriman cepet makasi seller,5, ;P;;
packing tebal super aman recomended seller deh,5, ;P;;
enak banget sesuai foto pengirimannya cepat juga ke jakarta,5, ;P;;
anak langsung suka,5, ;P;;
enak pake bangettt,5, ;P;;
enak anak yg umur 5 tahun suka bgt,5, ;P;;
enak no msg,5, ;P;;
terlalu hambar pas belum dikasih seasoning,5, ;N;;
renyahnya pas gak keras dan enteng di mulut untuk yang ori ini pas buat saya karena msg nya gak banyak udah sering beli produk ini sebelum nemu online pengiriman aman dan cepat thanks,5, ;P;;
product sesuai deskripsi cepat proses nya sdh langganan trm ksh,5, ;P;;
pelayanan cpt lumayan enak,5, ;P;;
sdh langganan trm ksh,5, ;P;;
rasanya utk mkaroni goreng merk ini memang memuaskan,5, ;P;;
cepet pake banget pengiriman nya udah beli 3x sukaaa bgt,5, ;P;;
mantap sdh order yg kesekian kali trm ksh,5, ;P;;
selalu langganan di sini harga terjangkau buat jajanan sehari² produk berkualitas terimaksh banyak,5, ;P;;
enak renyah harga terjangkau sukses selalu seller,5, ;P;;
enak kripiknya gurih,5, ;P;;
pengiriman ok rasa ok,5, ;P;;
dos kurang tebal jd agak acur,3, ;N;;
pesanan tiba dng cepat respons penjualnya jugs cepat servicenya sungguh² memuaskan demikian juga dengan kurirnya pokoknya the best and recommended dah,5, ;P;;
sesuai deskripsi packing rapi pengiriman cepat,5, ;P;;
mhn dipakein buble wrap klo pun ada tambahan biaya ga masalah soalnya bocor 1,4, ;N;;
respon yg cepat harga ekonomis bersaing thx seller thx toped,5, ;P;;
pelayanan oke barang sampai sesuai orderan,5, ;P;;
trimakasih atas pelayanannya yg cepat dan memuaskan,5, ;P;;
barang cakep respon cepat recommended seller,5, ;P;;
barang sudah diterima,5, ;P;;
pesanan sesuai pengiriman cepat dan packing rapih jadi aman gak hancur,5, ;P;;
terima kasih next order lagi,5, ;P;;
sudah langganan dan tetap yang terbaik,5, ;P;;
kripik kiloan originalnya enak sekali kami sudah beberapa kali repeat order,5, ;P;;
kripik kentang yg enak dan renyah packing yg baik dan pengiriman yg cepat,5, ;P;;
packing yg baik dan pengiriman yg cepat enaaak kentang nya,5, ;P;;
alhamdulillah packing yg baik kripik tdk hancur dan rasanya ueeenak pengiriman yg sangat cepat,5, ;P;;
packing rapih enaak,5, ;P;;
rasa enakkkk bzmgettt promo ny ditunggu yaa,5, ;P;;
enak bangeett,5, ;P;;
enak bener rasanya dan ga keras,5, ;P;;
selalu puas belanja disini pengemasan selalu rapi dan cepat dikirim,5, ;P;;
emang bener bener nagihin dikirimnya juga pake kardus dan bubble wrap tebal,5, ;P;;
empingnya enak banget pertama dapat dari teman terus lanjut beli sendiri semoga kualitas nya tetap terjaga,5, ;P;;
enak bangettt ngett emping nya beli di tempat lain ga ada yg seenak ini,5, ;P;;
mantapzzz sekali,5, ;P;;
pengiriman sangat cepat pengemasan baik,5, ;P;;
enak juga buat temen ngemil walaupun g spedes merk yg satunya pngemasan rapipengiriman cepet bgt hari ini pesan besok sampai woow good job,5, ;P;;
enak banget renyah,5, ;P;;
