Review,Rating,Sentiment,tokenization,Review_Normalized,df_token_stemm,Review_clean
pengiriman cepet respon juga cepet empingnya juga bagus kualitasnya makasih ya,5,Positive,"['pengiriman', 'cepet', 'respon', 'juga', 'cepet', 'empingnya', 'juga', 'bagus', 'kualitasnya', 'makasih', 'ya']","['pengiriman', 'cepat', 'respons', 'juga', 'cepat', 'empingnya', 'juga', 'bagus', 'kualitas', 'terima kasih', 'ya']","['kirim', 'cepat', 'respons', 'juga', 'cepat', 'emping', 'juga', 'bagus', 'kualitas', 'terima kasih', 'ya']",kirim cepat respons cepat emping bagus kualitas terima kasih ya
alhamdulillah sudah sampe dengan selamat,5,Positive,"['alhamdulillah', 'sudah', 'sampe', 'dengan', 'selamat']","['alhamdulillah', 'sudah', 'sampai', 'dengan', 'selamat']","['alhamdulillah', 'sudah', 'sampai', 'dengan', 'selamat']",alhamdulillah selamat
 untuk if di film  tak   di rmh  di tse,1,Negative,"['untuk', 'if', 'di', 'film', 'tak', 'di', 'rmh', 'di', 'tse']","['untuk', 'if', 'di', 'film', 'tidak', 'di', 'rumah', 'di', 'tse']","['untuk', 'if', 'di', 'film', 'tidak', 'di', 'rumah', 'di', 'tse']",if film rumah tse
barang sesuai pengiriman cepat terima kasih,5,Positive,"['barang', 'sesuai', 'pengiriman', 'cepat', 'terima', 'kasih']","['barang', 'sesuai', 'pengiriman', 'cepat', 'terima', 'kasih']","['barang', 'sesuai', 'kirim', 'cepat', 'terima', 'kasih']",barang sesuai kirim cepat terima kasih
sesuai pesanan emping yang renyah dan gurih reorder kesekian selalu fast respon trims seller,5,Positive,"['sesuai', 'pesanan', 'emping', 'yang', 'renyah', 'dan', 'gurih', 'reorder', 'kesekian', 'selalu', 'fast', 'respon', 'trims', 'seller']","['sesuai', 'pesanan', 'emping', 'yang', 'renyah', 'dan', 'gurih', 'beli lagi', 'kesekian', 'selalu', 'cepat', 'respons', 'terima kasih', 'seller']","['sesuai', 'pesan', 'emping', 'yang', 'renyah', 'dan', 'gurih', 'beli lagi', 'sekian', 'selalu', 'cepat', 'respons', 'terima kasih', 'seller']",sesuai pesan emping renyah gurih beli lagi sekian cepat respons terima kasih seller
pengiriman cepat tp ga sesuai ekspektasi saya tebel empingnya,4,Negative,"['pengiriman', 'cepat', 'tp', 'ga', 'sesuai', 'ekspektasi', 'saya', 'tebel', 'empingnya']","['pengiriman', 'cepat', 'tapi', 'tidak', 'sesuai', 'harapan', 'saya', 'tebel', 'empingnya']","['kirim', 'cepat', 'tapi', 'tidak', 'sesuai', 'harap', 'saya', 'tebel', 'emping']",kirim cepat sesuai harap tebel emping
manstabb,5,Positive,['manstabb'],['manstabb'],['manstabb'],manstabb
alhamdulillah empingnya tipis dan besar terimakasih,5,Positive,"['alhamdulillah', 'empingnya', 'tipis', 'dan', 'besar', 'terimakasih']","['alhamdulillah', 'empingnya', 'tipis', 'dan', 'besar', 'terima kasih']","['alhamdulillah', 'emping', 'tipis', 'dan', 'besar', 'terima kasih']",alhamdulillah emping tipis terima kasih
cepet bgt sampe nya respon cepat trims,5,Positive,"['cepet', 'bgt', 'sampe', 'nya', 'respon', 'cepat', 'trims']","['cepat', 'banget', 'sampai', 'nya', 'respons', 'cepat', 'terima kasih']","['cepat', 'banget', 'sampai', 'nya', 'respons', 'cepat', 'terima kasih']",cepat banget nya respons cepat terima kasih
sesuai dng deskripsi insyaallahu sama spt yg biasanya dimakan terima kasih ,5,Positive,"['sesuai', 'dng', 'deskripsi', 'insyaallahu', 'sama', 'spt', 'yg', 'biasanya', 'dimakan', 'terima', 'kasih']","['sesuai', 'dengan', 'deskripsi', 'insyaallahu', 'sama', 'seperti', 'yang', 'biasanya', 'dimakan', 'terima', 'kasih']","['sesuai', 'dengan', 'deskripsi', 'insyaallahu', 'sama', 'seperti', 'yang', 'biasa', 'makan', 'terima', 'kasih']",sesuai deskripsi insyaallahu makan terima kasih
biasanya gak suka sm yg berbau keju apaun itu tp mudahan ini doyan krn pgn ngemil,5,Positive,"['biasanya', 'gak', 'suka', 'sm', 'yg', 'berbau', 'keju', 'apaun', 'itu', 'tp', 'mudahan', 'ini', 'doyan', 'krn', 'pgn', 'ngemil']","['biasanya', 'tidak', 'suka', 'sama', 'yang', 'berbau', 'keju', 'apapun', 'itu', 'tapi', 'mudahan', 'ini', 'doyan', 'karena', 'pengen', 'ngemil']","['biasa', 'tidak', 'suka', 'sama', 'yang', 'bau', 'keju', 'apa', 'itu', 'tapi', 'mudah', 'ini', 'doyan', 'karena', 'ken', 'ngemil']",suka bau keju mudah doyan ken ngemil
ro,5,Positive,['ro'],['ro'],['ro'],ro
respons cepat cheese stick ditambah bubble wrap sehingga tetap utuh waktu diterima recommended seller,5,Positive,"['respons', 'cepat', 'cheese', 'stick', 'ditambah', 'bubble', 'wrap', 'sehingga', 'tetap', 'utuh', 'waktu', 'diterima', 'recommended', 'seller']","['respons', 'cepat', 'cheese', 'stik', 'ditambah', 'bubble', 'pembungkus', 'sehingga', 'tetap', 'utuh', 'waktu', 'diterima', 'recommended', 'seller']","['respons', 'cepat', 'cheese', 'stik', 'tambah', 'bubble', 'bungkus', 'sehingga', 'tetap', 'utuh', 'waktu', 'terima', 'recommended', 'seller']",respons cepat cheese stik bubble bungkus utuh terima recommended seller
bentuknya pendek terkesan patahan yg dijual untuk rasa belum dicoba,3,Negative,"['bentuknya', 'pendek', 'terkesan', 'patahan', 'yg', 'dijual', 'untuk', 'rasa', 'belum', 'dicoba']","['bentuknya', 'pendek', 'terkesan', 'patahan', 'yang', 'dijual', 'untuk', 'rasa', 'belum', 'dicoba']","['bentuk', 'pendek', 'kes', 'patah', 'yang', 'jual', 'untuk', 'rasa', 'belum', 'coba']",bentuk pendek kes patah jual coba
enak sekali snacknya fresh pengiriman cepat packing rapi terima kasih banyak,5,Positive,"['enak', 'sekali', 'snacknya', 'fresh', 'pengiriman', 'cepat', 'packing', 'rapi', 'terima', 'kasih', 'banyak']","['enak', 'sekali', 'snacknya', 'segar', 'pengiriman', 'cepat', 'pengemasan', 'rapi', 'terima', 'kasih', 'banyak']","['enak', 'sekali', 'snacknya', 'segar', 'kirim', 'cepat', 'emas', 'rapi', 'terima', 'kasih', 'banyak']",enak snacknya segar kirim cepat emas rapi terima kasih
gabus ga rasa keju agak apek,2,Negative,"['gabus', 'ga', 'rasa', 'keju', 'agak', 'apek']","['gabus', 'tidak', 'rasa', 'keju', 'agak', 'apek']","['gabus', 'tidak', 'rasa', 'keju', 'agak', 'apek']",gabus keju apek
weh mabtap nih kripik,5,Positive,"['weh', 'mabtap', 'nih', 'kripik']","['weh', 'mantap', 'nih', 'keripik']","['weh', 'mantap', 'nih', 'keripik']",weh mantap nih keripik
ususnya pahit,1,Negative,"['ususnya', 'pahit']","['ususnya', 'pahit']","['usus', 'pahit']",usus pahit
mantul gaeess packing rapih dan aman sampe jkt keripik msh utuh ga hancur thank you kakak sukses trs tmbh laris manisss,5,Positive,"['mantul', 'gaeess', 'packing', 'rapih', 'dan', 'aman', 'sampe', 'jkt', 'keripik', 'msh', 'utuh', 'ga', 'hancur', 'thank', 'you', 'kakak', 'sukses', 'trs', 'tmbh', 'laris', 'manisss']","['mantap', 'gaeess', 'pengemasan', 'rapi', 'dan', 'aman', 'sampai', 'jakarta', 'keripik', 'masih', 'utuh', 'tidak', 'hancur', 'terima kasih', 'kamu', 'kakak', 'sukses', 'terus', 'tambah', 'laris', 'manisss']","['mantap', 'gaeess', 'emas', 'rapi', 'dan', 'aman', 'sampai', 'jakarta', 'keripik', 'masih', 'utuh', 'tidak', 'hancur', 'terima kasih', 'kamu', 'kakak', 'sukses', 'terus', 'tambah', 'laris', 'manisss']",mantap gaeess emas rapi aman jakarta keripik utuh hancur terima kasih kakak sukses laris manisss
recommended seller gan,5,Positive,"['recommended', 'seller', 'gan']","['recommended', 'seller', 'juragan']","['recommended', 'seller', 'juragan']",recommended seller juragan
as always recommend seller,5,Positive,"['as', 'always', 'recommend', 'seller']","['as', 'selalu', 'recommend', 'seller']","['as', 'selalu', 'recommend', 'seller']",as recommend seller
sangat puas enak garing dan renyah packing sangat bagus yg utama seller sangat ramah semoga tambah sukses,5,Positive,"['sangat', 'puas', 'enak', 'garing', 'dan', 'renyah', 'packing', 'sangat', 'bagus', 'yg', 'utama', 'seller', 'sangat', 'ramah', 'semoga', 'tambah', 'sukses']","['sangat', 'puas', 'enak', 'garing', 'dan', 'renyah', 'pengemasan', 'sangat', 'bagus', 'yang', 'utama', 'seller', 'sangat', 'ramah', 'semoga', 'tambah', 'sukses']","['sangat', 'puas', 'enak', 'garing', 'dan', 'renyah', 'emas', 'sangat', 'bagus', 'yang', 'utama', 'seller', 'sangat', 'ramah', 'moga', 'tambah', 'sukses']",puas enak garing renyah emas bagus utama seller ramah moga sukses
krispi,5,Positive,['krispi'],['krispi'],['krispi'],krispi
packing nya kurang rapih  bungkus hancur semua kalau rasa belum di coba,4,Negative,"['packing', 'nya', 'kurang', 'rapih', 'bungkus', 'hancur', 'semua', 'kalau', 'rasa', 'belum', 'di', 'coba']","['pengemasan', 'nya', 'kurang', 'rapi', 'bungkus', 'hancur', 'semua', 'kalau', 'rasa', 'belum', 'di', 'coba']","['emas', 'nya', 'kurang', 'rapi', 'bungkus', 'hancur', 'semua', 'kalau', 'rasa', 'belum', 'di', 'coba']",emas nya rapi bungkus hancur coba
makasiih yaa ramah bngt  lucu good luck,5,Positive,"['makasiih', 'yaa', 'ramah', 'bngt', 'lucu', 'good', 'luck']","['makasiih', 'yaa', 'ramah', 'banget', 'lucu', 'good', 'luck']","['makasiih', 'yaa', 'ramah', 'banget', 'lucu', 'good', 'luck']",makasiih yaa ramah banget lucu good luck
alhamdulillah udah sampai pesanannya packing nya rapih banget belum dibuka sepertinya aman gak ada yang hancur mksh seller moga tambah sukses  berkah,5,Positive,"['alhamdulillah', 'udah', 'sampai', 'pesanannya', 'packing', 'nya', 'rapih', 'banget', 'belum', 'dibuka', 'sepertinya', 'aman', 'gak', 'ada', 'yang', 'hancur', 'mksh', 'seller', 'moga', 'tambah', 'sukses', 'berkah']","['alhamdulillah', 'sudah', 'sampai', 'pesanannya', 'pengemasan', 'nya', 'rapi', 'banget', 'belum', 'dibuka', 'sepertinya', 'aman', 'tidak', 'ada', 'yang', 'hancur', 'terima kasih', 'seller', 'semoga', 'tambah', 'sukses', 'berkah']","['alhamdulillah', 'sudah', 'sampai', 'pesan', 'emas', 'nya', 'rapi', 'banget', 'belum', 'buka', 'seperti', 'aman', 'tidak', 'ada', 'yang', 'hancur', 'terima kasih', 'seller', 'moga', 'tambah', 'sukses', 'berkah']",alhamdulillah pesan emas nya rapi banget buka aman hancur terima kasih seller moga sukses berkah
pokok nya puas belanja di toko pedia,5,Positive,"['pokok', 'nya', 'puas', 'belanja', 'di', 'toko', 'pedia']","['pokok', 'nya', 'puas', 'belanja', 'di', 'toko', 'pedia']","['pokok', 'nya', 'puas', 'belanja', 'di', 'toko', 'dia']",pokok nya puas belanja toko
rasa mantap,5,Positive,"['rasa', 'mantap']","['rasa', 'mantap']","['rasa', 'mantap']",mantap
fast respon pengiriman cepat dan rapih,5,Positive,"['fast', 'respon', 'pengiriman', 'cepat', 'dan', 'rapih']","['cepat', 'respons', 'pengiriman', 'cepat', 'dan', 'rapi']","['cepat', 'respons', 'kirim', 'cepat', 'dan', 'rapi']",cepat respons kirim cepat rapi
sdh terima paking aman belum coba kata teman sih enak recommended seller,5,Positive,"['sdh', 'terima', 'paking', 'aman', 'belum', 'coba', 'kata', 'teman', 'sih', 'enak', 'recommended', 'seller']","['sudah', 'terima', 'pengemasan', 'aman', 'belum', 'coba', 'kata', 'teman', 'sih', 'enak', 'recommended', 'seller']","['sudah', 'terima', 'emas', 'aman', 'belum', 'coba', 'kata', 'teman', 'sih', 'enak', 'recommended', 'seller']",terima emas aman coba teman sih enak recommended seller
alhamdulillah ga hancur pembungkusanya rapih ud jd langganan dipertahanin trus yaaa,5,Positive,"['alhamdulillah', 'ga', 'hancur', 'pembungkusanya', 'rapih', 'ud', 'jd', 'langganan', 'dipertahanin', 'trus', 'yaaa']","['alhamdulillah', 'tidak', 'hancur', 'pembungkusanya', 'rapi', 'sudah', 'jadi', 'langganan', 'dipertahanin', 'terus', 'yaaa']","['alhamdulillah', 'tidak', 'hancur', 'pembungkusanya', 'rapi', 'sudah', 'jadi', 'langgan', 'dipertahanin', 'terus', 'yaaa']",alhamdulillah hancur pembungkusanya rapi langgan dipertahanin yaaa
pengiriman cepat mantap,5,Positive,"['pengiriman', 'cepat', 'mantap']","['pengiriman', 'cepat', 'mantap']","['kirim', 'cepat', 'mantap']",kirim cepat mantap
pebgiriman cepat tp barang hancur semua,5,Negative,"['pebgiriman', 'cepat', 'tp', 'barang', 'hancur', 'semua']","['pebgiriman', 'cepat', 'tapi', 'barang', 'hancur', 'semua']","['pebgiriman', 'cepat', 'tapi', 'barang', 'hancur', 'semua']",pebgiriman cepat barang hancur
sudah kesekian kalinya pesen disini gak pernah kecewa,5,Positive,"['sudah', 'kesekian', 'kalinya', 'pesen', 'disini', 'gak', 'pernah', 'kecewa']","['sudah', 'kesekian', 'kalinya', 'pesan', 'disini', 'tidak', 'pernah', 'kecewa']","['sudah', 'sekian', 'kali', 'pesan', 'sini', 'tidak', 'pernah', 'kecewa']",sekian kali pesan kecewa
pedesnya banget,5,Positive,"['pedesnya', 'banget']","['pedas', 'banget']","['pedas', 'banget']",pedas banget
pengiriman lama penjualnya ga ramah dichat ga pernah direspon,2,Negative,"['pengiriman', 'lama', 'penjualnya', 'ga', 'ramah', 'dichat', 'ga', 'pernah', 'direspon']","['pengiriman', 'lama', 'penjualnya', 'tidak', 'ramah', 'dichat', 'tidak', 'pernah', 'respons']","['kirim', 'lama', 'jual', 'tidak', 'ramah', 'dichat', 'tidak', 'pernah', 'respons']",kirim jual ramah dichat respons
enak lidinya,5,Positive,"['enak', 'lidinya']","['enak', 'lidinya']","['enak', 'lidi']",enak lidi
penjual nya gak ada respon entah gak bisa ngetik gak tau huruf atau emang gak niat,2,Negative,"['penjual', 'nya', 'gak', 'ada', 'respon', 'entah', 'gak', 'bisa', 'ngetik', 'gak', 'tau', 'huruf', 'atau', 'emang', 'gak', 'niat']","['penjual', 'nya', 'tidak', 'ada', 'respons', 'entah', 'tidak', 'bisa', 'ngetik', 'tidak', 'tahu', 'huruf', 'atau', 'memang', 'tidak', 'niat']","['jual', 'nya', 'tidak', 'ada', 'respons', 'entah', 'tidak', 'bisa', 'ngetik', 'tidak', 'tahu', 'huruf', 'atau', 'memang', 'tidak', 'niat']",jual nya respons ngetik huruf niat
lamaa,1,Negative,['lamaa'],['lamaa'],['lamaa'],lamaa
suukaaaa,5,Positive,['suukaaaa'],['suukaaaa'],['suukaaaa'],suukaaaa
sumpia udang manis enak manis gurih renyah empuk packing dan pengiriman aman,5,Positive,"['sumpia', 'udang', 'manis', 'enak', 'manis', 'gurih', 'renyah', 'empuk', 'packing', 'dan', 'pengiriman', 'aman']","['sumpia', 'udang', 'manis', 'enak', 'manis', 'gurih', 'renyah', 'empuk', 'pengemasan', 'dan', 'pengiriman', 'aman']","['sumpia', 'udang', 'manis', 'enak', 'manis', 'gurih', 'renyah', 'empuk', 'emas', 'dan', 'kirim', 'aman']",sumpia udang manis enak manis gurih renyah empuk emas kirim aman
sumpia nya enak,5,Positive,"['sumpia', 'nya', 'enak']","['sumpia', 'nya', 'enak']","['sumpia', 'nya', 'enak']",sumpia nya enak
ok deh smuanya bagus,5,Positive,"['ok', 'deh', 'smuanya', 'bagus']","['ok', 'deh', 'semua', 'bagus']","['ok', 'deh', 'semua', 'bagus']",ok deh bagus
produk enak respon penjual dan pengiriman baik terima kasih,5,Positive,"['produk', 'enak', 'respon', 'penjual', 'dan', 'pengiriman', 'baik', 'terima', 'kasih']","['produk', 'enak', 'respons', 'penjual', 'dan', 'pengiriman', 'baik', 'terima', 'kasih']","['produk', 'enak', 'respons', 'jual', 'dan', 'kirim', 'baik', 'terima', 'kasih']",produk enak respons jual kirim terima kasih
delivery cepat rasa snack enak garing krn msh fresh puazzz,5,Positive,"['delivery', 'cepat', 'rasa', 'snack', 'enak', 'garing', 'krn', 'msh', 'fresh', 'puazzz']","['pengiriman', 'cepat', 'rasa', 'snack', 'enak', 'garing', 'karena', 'masih', 'segar', 'puazzz']","['kirim', 'cepat', 'rasa', 'snack', 'enak', 'garing', 'karena', 'masih', 'segar', 'puazzz']",kirim cepat snack enak garing segar puazzz
horror di pengiriman,5,Negative,"['horror', 'di', 'pengiriman']","['horror', 'di', 'pengiriman']","['horror', 'di', 'kirim']",horror kirim
mantap pengiriman cepat rasa juga gak murahan rekomen ini top buat lebaran atau snack harian,5,Positive,"['mantap', 'pengiriman', 'cepat', 'rasa', 'juga', 'gak', 'murahan', 'rekomen', 'ini', 'top', 'buat', 'lebaran', 'atau', 'snack', 'harian']","['mantap', 'pengiriman', 'cepat', 'rasa', 'juga', 'tidak', 'murahan', 'rekomendasi', 'ini', 'top', 'buat', 'lebaran', 'atau', 'snack', 'harian']","['mantap', 'kirim', 'cepat', 'rasa', 'juga', 'tidak', 'murah', 'rekomendasi', 'ini', 'top', 'buat', 'lebaran', 'atau', 'snack', 'hari']",mantap kirim cepat murah rekomendasi top lebaran snack
enak sesuai harapan sukses yah,5,Positive,"['enak', 'sesuai', 'harapan', 'sukses', 'yah']","['enak', 'sesuai', 'harapan', 'sukses', 'yah']","['enak', 'sesuai', 'harap', 'sukses', 'yah']",enak sesuai harap sukses yah
dus terbuka,4,Negative,"['dus', 'terbuka']","['kardus', 'terbuka']","['kardus', 'buka']",kardus buka
enak rasanya crispy,5,Positive,"['enak', 'rasanya', 'crispy']","['enak', 'rasanya', 'renyah']","['enak', 'rasa', 'renyah']",enak renyah
,5,Positive,[],[],[],
super enakkkkkk,5,Positive,"['super', 'enakkkkkk']","['super', 'enakkkkkk']","['super', 'enakkkkkk']",super enakkkkkk
mantappp enak sekali kak,5,Positive,"['mantappp', 'enak', 'sekali', 'kak']","['mantappp', 'enak', 'sekali', 'kak']","['mantappp', 'enak', 'sekali', 'kak']",mantappp enak kak
sekarang ga perlu lg hrs ke padang klo pengen keripik baladonya cukup di tokopedia aja  hari sdh sampai jkt terima kasih serley dan toko pedia,5,Positive,"['sekarang', 'ga', 'perlu', 'lg', 'hrs', 'ke', 'padang', 'klo', 'pengen', 'keripik', 'baladonya', 'cukup', 'di', 'tokopedia', 'aja', 'hari', 'sdh', 'sampai', 'jkt', 'terima', 'kasih', 'serley', 'dan', 'toko', 'pedia']","['sekarang', 'tidak', 'perlu', 'lagi', 'harus', 'ke', 'padang', 'kalau', 'ingin', 'keripik', 'baladonya', 'cukup', 'di', 'tokopedia', 'saja', 'hari', 'sudah', 'sampai', 'jakarta', 'terima', 'kasih', 'serley', 'dan', 'toko', 'pedia']","['sekarang', 'tidak', 'perlu', 'lagi', 'harus', 'ke', 'padang', 'kalau', 'ingin', 'keripik', 'baladonya', 'cukup', 'di', 'tokopedia', 'saja', 'hari', 'sudah', 'sampai', 'jakarta', 'terima', 'kasih', 'serley', 'dan', 'toko', 'dia']",padang keripik baladonya tokopedia jakarta terima kasih serley toko
pembelian ketiga bumbu lado melimpah puas rasa enaknya isi banyak pengiriman cepat walau dari padang ke jakarta saya pesan di sini karena review nya bagus alhamdulillah memang bagus packaging dan isi aman  recommended seller shirley kurir ok thanks seller dan tokopedia,5,Positive,"['pembelian', 'ketiga', 'bumbu', 'lado', 'melimpah', 'puas', 'rasa', 'enaknya', 'isi', 'banyak', 'pengiriman', 'cepat', 'walau', 'dari', 'padang', 'ke', 'jakarta', 'saya', 'pesan', 'di', 'sini', 'karena', 'review', 'nya', 'bagus', 'alhamdulillah', 'memang', 'bagus', 'packaging', 'dan', 'isi', 'aman', 'recommended', 'seller', 'shirley', 'kurir', 'ok', 'thanks', 'seller', 'dan', 'tokopedia']","['pembelian', 'ketiga', 'bumbu', 'lado', 'melimpah', 'puas', 'rasa', 'enaknya', 'isi', 'banyak', 'pengiriman', 'cepat', 'meski', 'dari', 'padang', 'ke', 'jakarta', 'saya', 'pesan', 'di', 'sini', 'karena', 'ulasan', 'nya', 'bagus', 'alhamdulillah', 'memang', 'bagus', 'pengemasan', 'dan', 'isi', 'aman', 'recommended', 'seller', 'shirley', 'kurir', 'ok', 'terima kasih', 'seller', 'dan', 'tokopedia']","['beli', 'tiga', 'bumbu', 'lado', 'limpah', 'puas', 'rasa', 'enak', 'isi', 'banyak', 'kirim', 'cepat', 'meski', 'dari', 'padang', 'ke', 'jakarta', 'saya', 'pesan', 'di', 'sini', 'karena', 'ulas', 'nya', 'bagus', 'alhamdulillah', 'memang', 'bagus', 'emas', 'dan', 'isi', 'aman', 'recommended', 'seller', 'shirley', 'kurir', 'ok', 'terima kasih', 'seller', 'dan', 'tokopedia']",beli bumbu lado limpah puas enak isi kirim cepat padang jakarta pesan ulas nya bagus alhamdulillah bagus emas isi aman recommended seller shirley kurir ok terima kasih seller tokopedia
pembelian kedua pengiriman cepat walau dari padang ke jakarta saya pesan di sini karena review nya bagus alhamdulillah memang bagus packaging dan isi aman  recommended seller shirley thanks seller dan tokopedia,5,Positive,"['pembelian', 'kedua', 'pengiriman', 'cepat', 'walau', 'dari', 'padang', 'ke', 'jakarta', 'saya', 'pesan', 'di', 'sini', 'karena', 'review', 'nya', 'bagus', 'alhamdulillah', 'memang', 'bagus', 'packaging', 'dan', 'isi', 'aman', 'recommended', 'seller', 'shirley', 'thanks', 'seller', 'dan', 'tokopedia']","['pembelian', 'kedua', 'pengiriman', 'cepat', 'meski', 'dari', 'padang', 'ke', 'jakarta', 'saya', 'pesan', 'di', 'sini', 'karena', 'ulasan', 'nya', 'bagus', 'alhamdulillah', 'memang', 'bagus', 'pengemasan', 'dan', 'isi', 'aman', 'recommended', 'seller', 'shirley', 'terima kasih', 'seller', 'dan', 'tokopedia']","['beli', 'dua', 'kirim', 'cepat', 'meski', 'dari', 'padang', 'ke', 'jakarta', 'saya', 'pesan', 'di', 'sini', 'karena', 'ulas', 'nya', 'bagus', 'alhamdulillah', 'memang', 'bagus', 'emas', 'dan', 'isi', 'aman', 'recommended', 'seller', 'shirley', 'terima kasih', 'seller', 'dan', 'tokopedia']",beli kirim cepat padang jakarta pesan ulas nya bagus alhamdulillah bagus emas isi aman recommended seller shirley terima kasih seller tokopedia
renyah empuk aroma bumbu segar pengiriman rapi terima kasih,5,Positive,"['renyah', 'empuk', 'aroma', 'bumbu', 'segar', 'pengiriman', 'rapi', 'terima', 'kasih']","['renyah', 'empuk', 'aroma', 'bumbu', 'segar', 'pengiriman', 'rapi', 'terima', 'kasih']","['renyah', 'empuk', 'aroma', 'bumbu', 'segar', 'kirim', 'rapi', 'terima', 'kasih']",renyah empuk aroma bumbu segar kirim rapi terima kasih
selalu puas sama tokopedia gratis ongkir nya ga kira seneng bgt deh belanja dr dr padang ga perlu mikirin ongkir yg mehong jd bisa makan keripik sinjai yg enak bgt,5,Positive,"['selalu', 'puas', 'sama', 'tokopedia', 'gratis', 'ongkir', 'nya', 'ga', 'kira', 'seneng', 'bgt', 'deh', 'belanja', 'dr', 'dr', 'padang', 'ga', 'perlu', 'mikirin', 'ongkir', 'yg', 'mehong', 'jd', 'bisa', 'makan', 'keripik', 'sinjai', 'yg', 'enak', 'bgt']","['selalu', 'puas', 'sama', 'tokopedia', 'gratis', 'ongkir', 'nya', 'tidak', 'kira', 'senang', 'banget', 'deh', 'belanja', 'dari', 'dari', 'padang', 'tidak', 'perlu', 'mikirin', 'ongkir', 'yang', 'mehong', 'jadi', 'bisa', 'makan', 'keripik', 'sinjai', 'yang', 'enak', 'banget']","['selalu', 'puas', 'sama', 'tokopedia', 'gratis', 'ongkir', 'nya', 'tidak', 'kira', 'senang', 'banget', 'deh', 'belanja', 'dari', 'dari', 'padang', 'tidak', 'perlu', 'mikirin', 'ongkir', 'yang', 'mehong', 'jadi', 'bisa', 'makan', 'keripik', 'sinjai', 'yang', 'enak', 'banget']",puas tokopedia gratis ongkir nya senang banget deh belanja padang mikirin ongkir mehong makan keripik sinjai enak banget
pengemasan baik cpt sampai dgn aman kripik nya enak ga keras kl udah makan nagih terus sellernya ramah,5,Positive,"['pengemasan', 'baik', 'cpt', 'sampai', 'dgn', 'aman', 'kripik', 'nya', 'enak', 'ga', 'keras', 'kl', 'udah', 'makan', 'nagih', 'terus', 'sellernya', 'ramah']","['pengemasan', 'baik', 'cepat', 'sampai', 'dengan', 'aman', 'keripik', 'nya', 'enak', 'tidak', 'keras', 'kalau', 'sudah', 'makan', 'ketagihan', 'terus', 'sellernya', 'ramah']","['emas', 'baik', 'cepat', 'sampai', 'dengan', 'aman', 'keripik', 'nya', 'enak', 'tidak', 'keras', 'kalau', 'sudah', 'makan', 'tagih', 'terus', 'sellernya', 'ramah']",emas cepat aman keripik nya enak keras makan tagih sellernya ramah
barang bagus sayang kemasan kurang aman sebagian remuk,4,Negative,"['barang', 'bagus', 'sayang', 'kemasan', 'kurang', 'aman', 'sebagian', 'remuk']","['barang', 'bagus', 'sayang', 'kemasan', 'kurang', 'aman', 'sebagian', 'remuk']","['barang', 'bagus', 'sayang', 'kemas', 'kurang', 'aman', 'bagi', 'remuk']",barang bagus sayang kemas aman remuk
sesuai pesanan mksh ya,5,Positive,"['sesuai', 'pesanan', 'mksh', 'ya']","['sesuai', 'pesanan', 'terima kasih', 'ya']","['sesuai', 'pesan', 'terima kasih', 'ya']",sesuai pesan terima kasih ya
gurih renyah enak mantap,5,Positive,"['gurih', 'renyah', 'enak', 'mantap']","['gurih', 'renyah', 'enak', 'mantap']","['gurih', 'renyah', 'enak', 'mantap']",gurih renyah enak mantap
kurang enak ya tidak seperti yg dijual di bandung,5,Negative,"['kurang', 'enak', 'ya', 'tidak', 'seperti', 'yg', 'dijual', 'di', 'bandung']","['kurang', 'enak', 'ya', 'tidak', 'seperti', 'yang', 'dijual', 'di', 'bandung']","['kurang', 'enak', 'ya', 'tidak', 'seperti', 'yang', 'jual', 'di', 'bandung']",enak ya jual bandung
maaanstaabb gaaannn,5,Positive,"['maaanstaabb', 'gaaannn']","['maaanstaabb', 'gaaannn']","['maaanstaabb', 'gaaannn']",maaanstaabb gaaannn
enak renyah gak terlalu asin dan kemasan baik gak rusak,5,Positive,"['enak', 'renyah', 'gak', 'terlalu', 'asin', 'dan', 'kemasan', 'baik', 'gak', 'rusak']","['enak', 'renyah', 'tidak', 'terlalu', 'asin', 'dan', 'kemasan', 'baik', 'tidak', 'rusak']","['enak', 'renyah', 'tidak', 'terlalu', 'asin', 'dan', 'kemas', 'baik', 'tidak', 'rusak']",enak renyah asin kemas rusak
pancen enak bos tapi remuk kabeh tekan kene koyo atiku,5,Negative,"['pancen', 'enak', 'bos', 'tapi', 'remuk', 'kabeh', 'tekan', 'kene', 'koyo', 'atiku']","['pancen', 'enak', 'bos', 'tapi', 'remuk', 'semua', 'tekan', 'sini', 'seperti', 'atiku']","['pancen', 'enak', 'bos', 'tapi', 'remuk', 'semua', 'tekan', 'sini', 'seperti', 'ati']",pancen enak bos remuk tekan ati
respon penjual baik rasanya enak packing rapi kurir baik pokoknya is the best,5,Positive,"['respon', 'penjual', 'baik', 'rasanya', 'enak', 'packing', 'rapi', 'kurir', 'baik', 'pokoknya', 'is', 'the', 'best']","['respons', 'penjual', 'baik', 'rasanya', 'enak', 'pengemasan', 'rapi', 'kurir', 'baik', 'pokoknya', 'is', 'the', 'terbaik']","['respons', 'jual', 'baik', 'rasa', 'enak', 'emas', 'rapi', 'kurir', 'baik', 'pokok', 'is', 'the', 'baik']",respons jual enak emas rapi kurir pokok is the
